ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1416248_at	1	2.07e-01	-1.44	-5.866079	-1.50e-01	Nadk	NAD kinase
1441996_at	1	2.07e-01	1.44	-5.866185	4.79e-01	9530082P21Rik	RIKEN cDNA 9530082P21 gene
1433080_at	1	2.07e-01	1.44	-5.866186	9.88e-01	4933436P19Rik	RIKEN cDNA 4933436P19 gene
1423789_at	1	2.07e-01	1.44	-5.866203	1.25e-01	BC005624	cDNA sequence BC005624
1428350_at	1	2.07e-01	-1.44	-5.866298	-2.03e-01	Ctu2	cytosolic thiouridylase subunit 2
1424245_at	1	2.07e-01	1.44	-5.866314	1.03	Ces2d-ps///Ces2c	carboxylesterase 2D, pseudogene///carboxylesterase 2C
1422762_at	1	2.07e-01	1.44	-5.866384	5.68e-01	Kif17	kinesin family member 17
1460670_at	1	2.07e-01	-1.44	-5.866494	-1.26e-01	Riok3	RIO kinase 3
1430559_at	1	2.07e-01	1.44	-5.86652	3.44e-01	Nt5c3b	5'-nucleotidase, cytosolic IIIB
1417614_at	1	2.08e-01	-1.44	-5.866595	-1.21	Ckm	creatine kinase, muscle
1459483_at	1	2.08e-01	-1.44	-5.86662	-4.23e-01		
1456009_x_at	1	2.08e-01	1.44	-5.866762	1.51e-01	Top3b	topoisomerase (DNA) III beta
1416519_at	1	2.08e-01	-1.44	-5.866901	-1.31e-01	Gm4604///Rpl36	predicted gene 4604///ribosomal protein L36
1460600_at	1	2.08e-01	-1.44	-5.867013	-4.57e-01	AA414768	expressed sequence AA414768
1418870_at	1	2.08e-01	1.44	-5.867068	1.69e-01	Ppp1r32	protein phosphatase 1, regulatory subunit 32
1431205_at	1	2.08e-01	1.44	-5.867251	5.78e-01	Slc9a8	solute carrier family 9 (sodium/hydrogen exchanger), member 8
1420522_at	1	2.08e-01	-1.44	-5.867389	-2.25e-01	Ccdc50	coiled-coil domain containing 50
1424886_at	1	2.08e-01	-1.44	-5.867483	-1.59	Ptprd	protein tyrosine phosphatase, receptor type, D
1418456_a_at	1	2.08e-01	1.44	-5.867602	1.10	Cxcl14	chemokine (C-X-C motif) ligand 14
1424974_at	1	2.08e-01	1.44	-5.867733	2.55e-01	Zfp418	zinc finger protein 418
1451179_a_at	1	2.08e-01	1.44	-5.867773	1.44e-01	Qk	quaking
1431185_at	1	2.08e-01	-1.44	-5.867777	-1.99e-01	4930503B20Rik	RIKEN cDNA 4930503B20 gene
1432502_at	1	2.08e-01	1.44	-5.867791	2.42e-01	1700028N14Rik	RIKEN cDNA 1700028N14 gene
1416093_a_at	1	2.08e-01	-1.44	-5.867983	-1.83e-01	Mrpl20	mitochondrial ribosomal protein L20
1433951_at	1	2.08e-01	-1.44	-5.868057	-1.50e-01	Arl5a	ADP-ribosylation factor-like 5A
1415974_at	1	2.08e-01	-1.44	-5.868572	-2.34e-01	Map2k2	mitogen-activated protein kinase kinase 2
1441404_at	1	2.08e-01	1.44	-5.868716	1.93e-01		
1427145_at	1	2.08e-01	1.44	-5.868939	2.21e-01	Iqsec1	IQ motif and Sec7 domain 1
1429582_at	1	2.08e-01	-1.44	-5.869111	-2.09e-01	Nacc2	nucleus accumbens associated 2, BEN and BTB (POZ) domain containing
1433577_at	1	2.08e-01	1.44	-5.869126	1.30	A730017C20Rik	RIKEN cDNA A730017C20 gene
1438662_at	1	2.08e-01	1.44	-5.869216	3.89e-01	Ajap1	adherens junction associated protein 1
1416753_at	1	2.08e-01	-1.44	-5.869217	-4.83e-01	Prkar1b	protein kinase, cAMP dependent regulatory, type I beta
1458902_at	1	2.08e-01	1.44	-5.869384	3.01e-01		
1434929_at	1	2.08e-01	1.44	-5.869488	1.40	BC035044	cDNA sequence BC035044
1436328_at	1	2.08e-01	1.44	-5.869494	1.91e-01	Rnmt	RNA (guanine-7-) methyltransferase
1436033_at	1	2.08e-01	1.44	-5.869565	1.67e-01	Fam214a	family with sequence similarity 214, member A
1443303_at	1	2.08e-01	-1.44	-5.869576	-5.41e-01		
1440180_x_at	1	2.08e-01	-1.44	-5.869605	-4.07e-01	Zbtb3	zinc finger and BTB domain containing 3
1418753_at	1	2.08e-01	-1.44	-5.869671	-1.48e-01	Gfpt2	glutamine fructose-6-phosphate transaminase 2
1452162_at	1	2.08e-01	-1.44	-5.869687	-2.65e-01	Wdr48	WD repeat domain 48
1428613_at	1	2.08e-01	1.44	-5.869792	6.31e-01	Ldhd	lactate dehydrogenase D
1421201_a_at	1	2.08e-01	1.44	-5.869809	8.44e-01	Tro	trophinin
1418254_at	1	2.08e-01	-1.44	-5.869825	-1.40e-01	Apip	APAF1 interacting protein
1438170_x_at	1	2.08e-01	1.44	-5.870042	1.28e-01	Adrm1	adhesion regulating molecule 1
1431240_at	1	2.08e-01	1.44	-5.870106	9.57e-01	Clec2h	C-type lectin domain family 2, member h
1431232_a_at	1	2.08e-01	-1.44	-5.870129	-1.86e-01	Mga	MAX gene associated
1442818_at	1	2.08e-01	1.44	-5.870217	1.05	Gm17494///LOC100047044	predicted gene, 17494///uncharacterized LOC100047044
1418151_at	1	2.08e-01	1.44	-5.870264	2.35e-01	Mtmr4	myotubularin related protein 4
1424835_at	1	2.08e-01	-1.44	-5.870282	-2.58e-01	Gstm4	glutathione S-transferase, mu 4
1437614_x_at	1	2.08e-01	1.44	-5.870352	4.05e-01	Zdhhc14	zinc finger, DHHC domain containing 14
1417677_at	1	2.08e-01	-1.44	-5.870805	-2.18e-01	Opn3	opsin 3
1418161_at	1	2.08e-01	1.44	-5.870952	3.98e-01	Jph3	junctophilin 3
1437189_x_at	1	2.08e-01	-1.44	-5.871001	-2.40e-01	Eif3m	eukaryotic translation initiation factor 3, subunit M
1443332_at	1	2.09e-01	-1.44	-5.871057	-9.24e-01		
1427763_a_at	1	2.09e-01	1.44	-5.871059	4.26e-01	Camk2d	calcium/calmodulin-dependent protein kinase II, delta
1444223_at	1	2.09e-01	1.44	-5.871125	1.15	Hcrtr2	hypocretin (orexin) receptor 2
1434643_at	1	2.09e-01	1.44	-5.871511	1.55e-01	Tbl1x	transducin (beta)-like 1 X-linked
1440785_at	1	2.09e-01	1.44	-5.871711	1.21	Rxfp1	relaxin/insulin-like family peptide receptor 1
1424780_a_at	1	2.09e-01	1.44	-5.871733	1.43e-01	Reep3	receptor accessory protein 3
1421918_at	1	2.09e-01	1.44	-5.871792	1.41e-01	Anp32a	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A
1445342_at	1	2.09e-01	-1.44	-5.871812	-2.15		
1431271_at	1	2.09e-01	1.44	-5.871851	4.10e-01	2810428J06Rik	RIKEN cDNA 2810428J06 gene
1453974_at	1	2.09e-01	-1.44	-5.871913	-5.94e-01	1700023A20Rik	RIKEN cDNA 1700023A20 gene
1456988_at	1	2.09e-01	1.44	-5.871944	1.81	Celrr	cerebellum expressed regulatory RNA
1455403_at	1	2.09e-01	1.44	-5.871977	1.34e-01	Manea	mannosidase, endo-alpha
1454047_a_at	1	2.09e-01	-1.44	-5.872002	-1.65e-01	Cep57l1	centrosomal protein 57-like 1
1445654_at	1	2.09e-01	-1.44	-5.872027	-1.79e-01		
1416415_a_at	1	2.09e-01	1.44	-5.872031	1.21e-01	Gm8203///H2afz	predicted pseudogene 8203///H2A histone family, member Z
1428323_at	1	2.09e-01	-1.44	-5.872123	-1.33e-01	Gpd2	glycerol phosphate dehydrogenase 2, mitochondrial
1440259_at	1	2.09e-01	1.44	-5.872395	2.96e-01		
1428433_at	1	2.09e-01	-1.44	-5.872415	-1.47e-01	Hipk2	homeodomain interacting protein kinase 2
1427909_at	1	2.09e-01	-1.44	-5.872675	-1.42e-01	2410015M20Rik	RIKEN cDNA 2410015M20 gene
1427023_at	1	2.09e-01	1.44	-5.87273	1.05	Phyhipl	phytanoyl-CoA hydroxylase interacting protein-like
1429397_a_at	1	2.09e-01	-1.44	-5.872806	-1.91	Fam71d	family with sequence similarity 71, member D
1447755_at	1	2.09e-01	1.44	-5.87283	1.27		
1417453_at	1	2.09e-01	-1.44	-5.872922	-1.30e-01	Cul4b	cullin 4B
1459241_at	1	2.09e-01	-1.44	-5.87303	-6.46e-01		
1446608_at	1	2.09e-01	-1.44	-5.87304	-4.46e-01		
1440607_at	1	2.09e-01	1.44	-5.87313	4.29e-01	Gm19929	predicted gene, 19929
1438284_at	1	2.09e-01	1.44	-5.873227	1.57e-01	Ocrl	oculocerebrorenal syndrome of Lowe
1421651_at	1	2.09e-01	1.43	-5.873492	1.36	Ankrd22	ankyrin repeat domain 22
1441550_at	1	2.09e-01	1.43	-5.8735	1.49	9330184L24Rik	RIKEN cDNA 9330184L24 gene
1441326_at	1	2.09e-01	1.43	-5.87352	1.05	Cp	ceruloplasmin
1425709_at	1	2.09e-01	-1.43	-5.873534	-3.99e-01	Rnf17	ring finger protein 17
1422759_a_at	1	2.09e-01	-1.43	-5.873563	-1.79e-01	Xpo6	exportin 6
1425507_at	1	2.09e-01	-1.43	-5.873641	-1.59e-01	Arfrp1	ADP-ribosylation factor related protein 1
1443177_at	1	2.09e-01	-1.43	-5.873696	-3.80e-01	Gm4132	predicted gene 4132
1451677_at	1	2.09e-01	-1.43	-5.873895	-2.95e-01	Narf	nuclear prelamin A recognition factor
1447990_at	1	2.09e-01	1.43	-5.874202	1.06	C76332	expressed sequence C76332
1415825_s_at	1	2.09e-01	-1.43	-5.874301	-1.44e-01	Csnk1d	casein kinase 1, delta
1446250_at	1	2.09e-01	1.43	-5.874312	4.22e-01		
1450570_a_at	1	2.09e-01	-1.43	-5.874348	-1.29	Cd19	CD19 antigen
1419646_a_at	1	2.09e-01	1.43	-5.874371	1.28	Mbp	myelin basic protein
1441416_at	1	2.09e-01	1.43	-5.874599	3.01e-01	Inpp4b	inositol polyphosphate-4-phosphatase, type II
1427778_at	1	2.09e-01	1.43	-5.875287	2.04	Defb8	defensin beta 8
1432366_at	1	2.09e-01	-1.43	-5.875376	-3.91e-01	4930447K03Rik	RIKEN cDNA 4930447K03 gene
1434989_at	1	2.09e-01	1.43	-5.87548	5.62e-01	Unc80	unc-80, NALCN activator
1423688_at	1	2.10e-01	-1.43	-5.875482	-1.43e-01	Man2c1	mannosidase, alpha, class 2C, member 1
1423466_at	1	2.10e-01	-1.43	-5.8755	-1.20	Ccr7	chemokine (C-C motif) receptor 7
1419239_at	1	2.10e-01	-1.43	-5.875528	-1.75e-01	Zfp54	zinc finger protein 54
1423684_at	1	2.10e-01	1.43	-5.875665	1.45e-01	Hnrnpk	heterogeneous nuclear ribonucleoprotein K
1446089_at	1	2.10e-01	-1.43	-5.875697	-9.22e-01	C86400	expressed sequence C86400
1426968_a_at	1	2.10e-01	1.43	-5.875774	2.78e-01	Rdh10	retinol dehydrogenase 10 (all-trans)
1420645_at	1	2.10e-01	-1.43	-5.875928	-3.04e-01	Pcgf2	polycomb group ring finger 2
1423479_at	1	2.10e-01	1.43	-5.875941	2.04e-01	Nol11	nucleolar protein 11
1415829_at	1	2.10e-01	1.43	-5.876129	1.23e-01	Lbr	lamin B receptor
1450273_at	1	2.10e-01	1.43	-5.876224	1.08	Il1rl2	interleukin 1 receptor-like 2
1442499_at	1	2.10e-01	1.43	-5.876231	3.10e-01	Cdv3	carnitine deficiency-associated gene expressed in ventricle 3
1448058_s_at	1	2.10e-01	1.43	-5.87629	2.06e-01	Bub3	BUB3 mitotic checkpoint protein
1427132_at	1	2.10e-01	-1.43	-5.876325	-1.27	Sbf2	SET binding factor 2
1430962_at	1	2.10e-01	1.43	-5.876384	1.03	Ube2s	ubiquitin-conjugating enzyme E2S
1449943_at	1	2.10e-01	-1.43	-5.876401	-7.77e-01	Lfng	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
1429558_a_at	1	2.10e-01	1.43	-5.876412	1.86e-01	Larp7	La ribonucleoprotein domain family, member 7
1421082_s_at	1	2.10e-01	1.43	-5.876712	1.29e-01	Banf1	barrier to autointegration factor 1
1426644_at	1	2.10e-01	-1.43	-5.876716	-1.58e-01	Tbc1d20	TBC1 domain family, member 20
1425031_at	1	2.10e-01	1.43	-5.876736	2.52e-01	Fktn	fukutin
1420478_at	1	2.10e-01	1.43	-5.876882	1.39e-01	Nap1l1	nucleosome assembly protein 1-like 1
1450775_at	1	2.10e-01	-1.43	-5.876929	-9.70e-01	Mos	Moloney sarcoma oncogene
1435002_at	1	2.10e-01	1.43	-5.877084	1.47e-01	Zfp507	zinc finger protein 507
1442284_at	1	2.10e-01	1.43	-5.877316	5.41e-01	Sart1	squamous cell carcinoma antigen recognized by T cells 1
1460671_at	1	2.10e-01	-1.43	-5.87734	-1.24e-01	Gpx1	glutathione peroxidase 1
1422553_at	1	2.10e-01	-1.43	-5.877454	-1.41e-01	Pten	phosphatase and tensin homolog
1447920_at	1	2.10e-01	-1.43	-5.877643	-1.38	Atxn10	ataxin 10
1446361_at	1	2.10e-01	-1.43	-5.877676	-2.70e-01		
1422755_at	1	2.10e-01	-1.43	-5.877846	-1.49e-01	Btk	Bruton agammaglobulinemia tyrosine kinase
1436294_at	1	2.10e-01	1.43	-5.877849	4.48e-01	Ankrd29	ankyrin repeat domain 29
1459063_at	1	2.10e-01	-1.43	-5.878056	-1.46		
1434273_at	1	2.10e-01	-1.43	-5.878073	-1.45e-01	Fam174b	family with sequence similarity 174, member B
1420236_at	1	2.10e-01	1.43	-5.878275	3.27e-01		
1451854_a_at	1	2.10e-01	-1.43	-5.878288	-1.18	Shroom3	shroom family member 3
1459551_at	1	2.10e-01	1.43	-5.878325	2.20e-01		
1458400_at	1	2.10e-01	1.43	-5.878592	1.97e-01	9630050P21Rik	RIKEN cDNA 9630050P21 gene
1418735_at	1	2.10e-01	1.43	-5.878712	1.16	Krt4	keratin 4
1448833_at	1	2.10e-01	1.43	-5.878722	4.62e-01	Foxm1	forkhead box M1
1433529_at	1	2.10e-01	-1.43	-5.878778	-1.20	Pamr1	peptidase domain containing associated with muscle regeneration 1
1438442_at	1	2.10e-01	-1.43	-5.878964	-1.45e-01	Sike1	suppressor of IKBKE 1
1433230_at	1	2.10e-01	1.43	-5.878996	1.70	5730415C11Rik	RIKEN cDNA 5730415C11 gene
1432207_a_at	1	2.10e-01	1.43	-5.879046	1.58e-01	Toe1	target of EGR1, member 1 (nuclear)
1422750_a_at	1	2.10e-01	1.43	-5.879149	8.07e-01	Zmynd10	zinc finger, MYND domain containing 10
1460087_at	1	2.10e-01	1.43	-5.87928	4.49e-01	BC017643	cDNA sequence BC017643
1446949_at	1	2.10e-01	-1.43	-5.879393	-1.80e-01	4930431P19Rik	RIKEN cDNA 4930431P19 gene
1453668_at	1	2.10e-01	1.43	-5.879482	2.75e-01	Zfp983	zinc finger protein 983
1445547_at	1	2.10e-01	-1.43	-5.879516	-3.28e-01		
1435894_at	1	2.10e-01	-1.43	-5.879532	-2.84e-01		
1432219_at	1	2.10e-01	1.43	-5.879538	8.50e-01	Nol9	nucleolar protein 9
1427780_at	1	2.10e-01	-1.43	-5.879589	-9.67e-01	Defb35	defensin beta 35
1440397_at	1	2.10e-01	1.43	-5.87981	5.29e-01	Cacna2d1	calcium channel, voltage-dependent, alpha2/delta subunit 1
1450197_at	1	2.10e-01	1.43	-5.879885	1.39	Rpe65	retinal pigment epithelium 65
1443749_x_at	1	2.11e-01	-1.43	-5.879998	-6.22e-01	Slc1a3	solute carrier family 1 (glial high affinity glutamate transporter), member 3
1432696_at	1	2.11e-01	1.43	-5.880017	2.93e-01	5830431M20Rik	RIKEN cDNA 5830431M20 gene
1428705_at	1	2.11e-01	1.43	-5.880017	1.20	1700007K13Rik	RIKEN cDNA 1700007K13 gene
1425062_at	1	2.11e-01	-1.43	-5.880025	-1.13	Fcrl1	Fc receptor-like 1
1442397_at	1	2.11e-01	1.43	-5.880118	4.08e-01	Nfx1	nuclear transcription factor, X-box binding 1
1450093_s_at	1	2.11e-01	-1.43	-5.880438	-1.82e-01	Zbtb7a	zinc finger and BTB domain containing 7a
1415980_at	1	2.11e-01	-1.43	-5.880499	-2.07e-01	Atp5g2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)
1446705_at	1	2.11e-01	-1.43	-5.880506	-6.13e-01		
1450584_at	1	2.11e-01	1.43	-5.880618	9.80e-01	Hoxd11	homeobox D11
1453892_at	1	2.11e-01	1.43	-5.88084	5.65e-01	A930007I19Rik	RIKEN cDNA A930007I19 gene
1425142_a_at	1	2.11e-01	1.43	-5.880848	1.36e-01	Hnrnpd	heterogeneous nuclear ribonucleoprotein D
1427894_at	1	2.11e-01	1.43	-5.880895	1.48	Vasn	vasorin
1457531_a_at	1	2.11e-01	-1.43	-5.881076	-7.29e-01	A930017K11Rik	RIKEN cDNA A930017K11 gene
1426339_at	1	2.11e-01	-1.43	-5.881162	-1.15	Ak5	adenylate kinase 5
1451667_at	1	2.11e-01	1.43	-5.881209	2.20e-01	Fam20b	family with sequence similarity 20, member B
1436725_at	1	2.11e-01	1.43	-5.88159	2.19e-01	Arhgef39	Rho guanine nucleotide exchange factor (GEF) 39
1449322_at	1	2.11e-01	1.43	-5.881687	1.25e-01	Gm13363///Ptp4a1	predicted gene 13363///protein tyrosine phosphatase 4a1
1448420_a_at	1	2.11e-01	1.43	-5.881812	1.89e-01	Fbxl12	F-box and leucine-rich repeat protein 12
1423422_at	1	2.11e-01	-1.43	-5.881871	-1.36	Asb4	ankyrin repeat and SOCS box-containing 4
1422574_at	1	2.11e-01	-1.43	-5.88191	-2.48e-01	Mxd4	Max dimerization protein 4
1425171_at	1	2.11e-01	-1.43	-5.88195	-1.22	Rho	rhodopsin
1434544_at	1	2.11e-01	-1.43	-5.882049	-2.03e-01	Bola2	bolA-like 2 (E. coli)
1424652_at	1	2.11e-01	1.43	-5.88215	1.62	Eva1a	eva-1 homolog A (C. elegans)
1459550_at	1	2.11e-01	1.43	-5.882227	1.10		
1445743_at	1	2.11e-01	-1.43	-5.882258	-2.90e-01	E330024J20Rik	RIKEN cDNA E330024J20 gene
1446558_at	1	2.11e-01	1.43	-5.882278	1.96e-01	Dennd4a	DENN/MADD domain containing 4A
1450473_at	1	2.11e-01	-1.43	-5.8823	-7.17e-01	Pcdh12	protocadherin 12
1418118_at	1	2.11e-01	1.43	-5.88236	7.37e-01	Slc22a1	solute carrier family 22 (organic cation transporter), member 1
1438438_at	1	2.11e-01	-1.43	-5.882427	-2.86e-01	Rilpl1	Rab interacting lysosomal protein-like 1
1419692_a_at	1	2.11e-01	1.43	-5.882707	1.73e-01	Ltc4s	leukotriene C4 synthase
1449575_a_at	1	2.11e-01	-1.43	-5.882858	-1.36e-01	Gstp1	glutathione S-transferase, pi 1
1427558_s_at	1	2.11e-01	1.43	-5.882881	2.00e-01	Alg12	asparagine-linked glycosylation 12 (alpha-1,6-mannosyltransferase)
1439778_at	1	2.11e-01	1.43	-5.883053	4.99e-01		
1438909_at	1	2.11e-01	1.43	-5.8831	1.29	Sccpdh	saccharopine dehydrogenase (putative)
1435850_at	1	2.11e-01	1.43	-5.8832	1.16	Xkr4	X-linked Kx blood group related 4
1447604_at	1	2.11e-01	1.43	-5.883448	9.17e-01	BC053393	cDNA sequence BC053393
1440115_at	1	2.11e-01	1.43	-5.883481	4.19e-01		
1459149_at	1	2.11e-01	1.43	-5.883596	5.54e-01		
1424644_at	1	2.11e-01	-1.43	-5.88365	-2.33e-01	Tbcc	tubulin-specific chaperone C
1419748_at	1	2.11e-01	1.43	-5.88379	5.71e-01	Abcd2	ATP-binding cassette, sub-family D (ALD), member 2
1456765_at	1	2.11e-01	1.43	-5.883879	1.99e-01	Nhsl2	NHS-like 2
1449158_at	1	2.11e-01	-1.43	-5.883921	-1.11	Kcnk2	potassium channel, subfamily K, member 2
1439528_at	1	2.11e-01	1.43	-5.883947	1.46	4833423E24Rik	RIKEN cDNA 4833423E24 gene
1424607_a_at	1	2.11e-01	1.43	-5.883995	2.22e-01	Gm4354	predicted gene 4354
1428379_at	1	2.11e-01	1.43	-5.884012	2.91e-01	Slc17a6	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6
1434130_at	1	2.11e-01	1.43	-5.884062	1.45	Lhfpl2	lipoma HMGIC fusion partner-like 2
1433907_at	1	2.11e-01	1.43	-5.884079	1.08	Pknox2	Pbx/knotted 1 homeobox 2
1428994_s_at	1	2.11e-01	1.43	-5.884085	1.42	Ucma	upper zone of growth plate and cartilage matrix associated
1454988_s_at	1	2.12e-01	-1.43	-5.884562	-1.93e-01	Rab22a	RAB22A, member RAS oncogene family
1456528_x_at	1	2.12e-01	1.43	-5.884618	1.32e-01	Ncl	nucleolin
1450620_at	1	2.12e-01	1.43	-5.884704	8.03e-01	Pdia4	protein disulfide isomerase associated 4
1449213_at	1	2.12e-01	-1.43	-5.884926	-1.43e-01	Lage3	L antigen family, member 3
1452499_a_at	1	2.12e-01	1.43	-5.884954	1.82e-01	Kif2a	kinesin family member 2A
1442454_at	1	2.12e-01	1.43	-5.885039	5.08e-01	Top2a	topoisomerase (DNA) II alpha
1451873_a_at	1	2.12e-01	1.43	-5.885226	1.88e-01	Smad5	SMAD family member 5
1456078_x_at	1	2.12e-01	-1.43	-5.885268	-8.36e-01	Tubb4b	tubulin, beta 4B class IVB
1458844_at	1	2.12e-01	-1.43	-5.885317	-1.18		
1431975_at	1	2.12e-01	1.43	-5.885325	6.05e-01	4930521O11Rik	RIKEN cDNA 4930521O11 gene
1444948_at	1	2.12e-01	1.43	-5.88534	1.59		
1455442_at	1	2.12e-01	1.42	-5.885397	2.54e-01	Slc6a19	solute carrier family 6 (neurotransmitter transporter), member 19
1420853_at	1	2.12e-01	1.42	-5.885399	3.77e-01	Sdc3	syndecan 3
1422385_at	1	2.12e-01	1.42	-5.885517	1.65	Olfr1264	olfactory receptor 1264
1415916_a_at	1	2.12e-01	1.42	-5.885813	3.15e-01	Mthfd1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase
1433915_s_at	1	2.12e-01	1.42	-5.885838	5.59e-01	Epn2	epsin 2
1451982_at	1	2.12e-01	-1.42	-5.885878	-1.32e-01	Map2k4	mitogen-activated protein kinase kinase 4
1443360_x_at	1	2.12e-01	-1.42	-5.886342	-9.63e-01	Arhgap4	Rho GTPase activating protein 4
1460373_a_at	1	2.12e-01	-1.42	-5.88649	-5.57e-01	Setd4	SET domain containing 4
1439349_at	1	2.12e-01	1.42	-5.886545	1.37e-01	Sbno2	strawberry notch homolog 2 (Drosophila)
1444035_at	1	2.12e-01	1.42	-5.886645	4.01e-01	Mesdc2	mesoderm development candidate 2
1452271_at	1	2.12e-01	1.42	-5.886781	1.31e-01	Xpr1	xenotropic and polytropic retrovirus receptor 1
1435473_at	1	2.12e-01	1.42	-5.886802	5.97e-01	Ppp1r26	protein phosphatase 1, regulatory subunit 26
1430052_at	1	2.12e-01	1.42	-5.886855	7.87e-01	C030048H21Rik	RIKEN cDNA C030048H21 gene
1432892_at	1	2.12e-01	1.42	-5.886867	6.89e-01	Dhrs7	dehydrogenase/reductase (SDR family) member 7
1453294_at	1	2.12e-01	1.42	-5.886883	1.23e-01	Rab10os	RAB10, member RAS oncogene family, opposite strand
1424010_at	1	2.12e-01	1.42	-5.886906	1.78	Mfap4	microfibrillar-associated protein 4
1459154_at	1	2.12e-01	1.42	-5.887076	2.57e-01		
1457850_at	1	2.12e-01	1.42	-5.887167	2.31	Gm15496	predicted gene 15496
1428701_at	1	2.12e-01	1.42	-5.887209	3.70e-01	Nectin4	nectin cell adhesion molecule 4
1433216_at	1	2.12e-01	-1.42	-5.887237	-5.86e-01	9430024C03Rik	RIKEN cDNA 9430024C03 gene
1423691_x_at	1	2.12e-01	-1.42	-5.887467	-1.74	Krt8	keratin 8
1430733_at	1	2.12e-01	-1.42	-5.887482	-2.68e-01	4932441P12Rik	RIKEN cDNA 4932441P12 gene
1433060_at	1	2.12e-01	-1.42	-5.88752	-1.50	6230426I18Rik	RIKEN cDNA 6230426I18 gene
1434299_x_at	1	2.12e-01	1.42	-5.887603	1.46e-01	Ift27	intraflagellar transport 27
1454481_at	1	2.12e-01	1.42	-5.887831	1.08	Mif	macrophage migration inhibitory factor
1417196_s_at	1	2.12e-01	-1.42	-5.887897	-2.09e-01	Wwc2	WW, C2 and coiled-coil domain containing 2
1417028_a_at	1	2.12e-01	-1.42	-5.887966	-1.19	Trim2	tripartite motif-containing 2
1454311_at	1	2.12e-01	-1.42	-5.888034	-1.73e-01		
1423271_at	1	2.12e-01	-1.42	-5.88819	-1.67	Gjb2	gap junction protein, beta 2
1453790_at	1	2.12e-01	-1.42	-5.88826	-2.89e-01	Cdip1	cell death inducing Trp53 target 1
1418298_s_at	1	2.12e-01	-1.42	-5.88841	-1.24	Dpysl4	dihydropyrimidinase-like 4
1431111_at	1	2.12e-01	-1.42	-5.888427	-1.78	Eno1b///Eno1	enolase 1B, retrotransposed///enolase 1, alpha non-neuron
1425169_at	1	2.12e-01	-1.42	-5.888538	-6.45e-01	Prss42	protease, serine 42
1422789_at	1	2.12e-01	1.42	-5.888603	1.21	Aldh1a2	aldehyde dehydrogenase family 1, subfamily A2
1452764_at	1	2.12e-01	-1.42	-5.88873	-2.72e-01	Socs6	suppressor of cytokine signaling 6
1453552_at	1	2.13e-01	-1.42	-5.888819	-1.84	Plet1os	placenta expressed transcript 1, opposite strand
1422682_s_at	1	2.13e-01	1.42	-5.888871	1.57	Gm10334///Gm5771///Prss1///Prss3	predicted gene 10334///predicted gene 5771///protease, serine 1 (trypsin 1)///protease, serine 3
1459992_x_at	1	2.13e-01	-1.42	-5.889051	-1.64e-01	Cln8	ceroid-lipofuscinosis, neuronal 8
1445364_at	1	2.13e-01	1.42	-5.889276	2.09e-01		
1459700_at	1	2.13e-01	1.42	-5.88933	1.17	Lemd3	LEM domain containing 3
1423080_at	1	2.13e-01	-1.42	-5.889619	-1.76e-01	Tomm20	translocase of outer mitochondrial membrane 20 homolog (yeast)
1417857_at	1	2.13e-01	-1.42	-5.889939	-1.56e-01	Mmaa	methylmalonic aciduria (cobalamin deficiency) type A
1455743_at	1	2.13e-01	-1.42	-5.890141	-1.08	Olfml2a	olfactomedin-like 2A
1428432_at	1	2.13e-01	-1.42	-5.890196	-1.75e-01	Zcchc24	zinc finger, CCHC domain containing 24
1435611_x_at	1	2.13e-01	1.42	-5.890248	1.45e-01	Cela3b	chymotrypsin-like elastase family, member 3B
1444975_at	1	2.13e-01	1.42	-5.890377	4.15e-01		
1418271_at	1	2.13e-01	1.42	-5.890471	7.68e-01	Bhlhe22	basic helix-loop-helix family, member e22
1444101_at	1	2.13e-01	1.42	-5.890494	5.26e-01	Odf2	outer dense fiber of sperm tails 2
1443336_at	1	2.13e-01	-1.42	-5.89066	-5.07e-01	Kdm2a	lysine (K)-specific demethylase 2A
1453654_at	1	2.13e-01	1.42	-5.890674	2.85e-01	Cnot10	CCR4-NOT transcription complex, subunit 10
1460260_s_at	1	2.13e-01	1.42	-5.890692	1.28e-01	Kpna1	karyopherin (importin) alpha 1
1430288_x_at	1	2.13e-01	-1.42	-5.890753	-1.31e-01	Gm5963///Rps21	predicted pseudogene 5963///ribosomal protein S21
1416509_at	1	2.13e-01	-1.42	-5.890754	-1.39e-01	Tm9sf3	transmembrane 9 superfamily member 3
1451633_a_at	1	2.13e-01	-1.42	-5.890785	-6.04e-01	Gngt1	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1
1422361_at	1	2.13e-01	-1.42	-5.890802	-5.87e-01	Tlm	T lymphoma oncogene
1458514_at	1	2.13e-01	1.42	-5.890938	2.50e-01	AA536887	expressed sequence AA536887
